-8.7,24.5
1.1,56.5
-33.6,9.2
-69.5,29.0
-129.1,-16.7
-106.6,-43.9
-19.1,-55.0
-93.6,-151.8
-97.7,-271.1
33.7,-123.2
91.9,-250.2
87.6,-106.1
146.1,-120.7
247.1,-143.4
292.9,-46.3
219.8,13.8
300.7,43.8
208.3,110.2
110.3,-10.3
178.2,-45.8
101.2,-58.8
-309.0,-83.7
-336.5,83.2
-389.4,211.9
-366.5,346.8
-190.0,414.9
-103.4,226.8
42.2,190.6
-53.5,132.8
-92.7,99.5
178.7,314.2
257.3,296.0
481.4,369.7
606.0,990.6
373.4,185.9
403.0,48.3
405.2,-50.8
396.9,-202.8
222.6,-301.8
264.8,-322.6
-28.1,-430.9
-300.2,-385.3
-377.6,-203.7
-657.5,95.7
-935.4,753.0
-1913.1,452.1
-1531.4,1791.5
-603.7,-255.1
-2927.8,2634.9
-3763.7,605.6
-2142.4,-549.3
-887.6,-482.4
-619.3,-824.5
9.7,-965.0
910.1,-239.3
1254.3,298.6
1668.2,632.4
307.4,3151.4
2927.8,2634.9
3847.4,896.5
3569.9,-1447.9
-17.2,-1884.3
-1504.1,-2046.5
-3569.9,-1447.9
